"Function / Call Stack","Effective Time","Spin Time","Overhead Time","Module","Function (Full)","Source File","Start Address"
"GENERALUTILITIES_mp_SHELLSORT","441.316","0","0","Simulation2015_x64.exe","GENERALUTILITIES_mp_SHELLSORT","GeneralUtilities.f90","0x14090cc40"
"ILUT","338.076","0","0","Simulation2015_x64.exe","ILUT","pgmres.f","0x140902930"
"_libm_log_l9","248.474","0","0","Simulation2015_x64.exe","_libm_log_l9","[Unknown]","0x1400b4620"
"UNSATZONEOPS_mp_MIXEDITERMETHOD","210.478","0","0","Simulation2015_x64.exe","UNSATZONEOPS_mp_MIXEDITERMETHOD","UnsatZoneOps.f90","0x1404e48b0"
"_libm_exp_l9","196.532","0","0","Simulation2015_x64.exe","_libm_exp_l9","[Unknown]","0x1400b4ec0"
"PACKAGE_MATRIX_mp_UPDATECOEFF","175.253","0","0","Simulation2015_x64.exe","PACKAGE_MATRIX_mp_UPDATECOEFF","Package_Matrix.f90","0x140443060"
"PACKAGE_MATRIX_mp_PGMRES","134.032","0","0","Simulation2015_x64.exe","PACKAGE_MATRIX_mp_PGMRES","Package_Matrix.f90","0x1408fe600"
"CLASS_NONPONDEDAGLANDUSEGW_mp_NONPONDEDAGLANDUSE_SIMULATE","129.127","0","0","Simulation2015_x64.exe","CLASS_NONPONDEDAGLANDUSEGW_mp_NONPONDEDAGLANDUSE_SIMULATE","Class_NonPondedAgLandUseGW.f90","0x140565750"
"CLASS_APPGW_mp_APPLYHORIZONTALFLOWS","112.682","0","0","Simulation2015_x64.exe","CLASS_APPGW_mp_APPLYHORIZONTALFLOWS","Class_AppGW.f90","0x140907070"
"ROOTZONE_V41_mp_ROOTZONE_V41_SIMULATE","91.7391","0","0","Simulation2015_x64.exe","ROOTZONE_V41_mp_ROOTZONE_V41_SIMULATE","RootZone_v41.f90","0x140561450"
"CLASS_PONDEDAGLANDUSEGW_mp_PONDEDAGLANDUSE_SIMULATE","86.546","0","0","Simulation2015_x64.exe","CLASS_PONDEDAGLANDUSEGW_mp_PONDEDAGLANDUSE_SIMULATE","Class_PondedAgLandUseGW.f90","0x140566d30"
"UNSATZONEOPS_mp_KUNSAT","77.0275","0","0","Simulation2015_x64.exe","UNSATZONEOPS_mp_KUNSAT","UnsatZoneOps.f90","0x1404e4f70"
"CLASS_STRMGWCONNECTOR_V42_mp_STRMGWCONNECTOR_V42_GETFLOWATGWNODE","64.7161","0","0","Simulation2015_x64.exe","CLASS_STRMGWCONNECTOR_V42_mp_STRMGWCONNECTOR_V42_GETFLOWATGWNODE","Class_StrmGWConnector_v42.f90","0x140421570"
"PACKAGE_APPSMALLWATERSHED_mp_GETNETBCFLOWWITHBCTYPE","62.5527","0","0","Simulation2015_x64.exe","PACKAGE_APPSMALLWATERSHED_mp_GETNETBCFLOWWITHBCTYPE","Package_AppSmallWatershed.f90","0x140449eb0"
"ROOTZONE_V41_mp_ROOTZONE_V41_GETPERCALL","53.5145","0","0","Simulation2015_x64.exe","ROOTZONE_V41_mp_ROOTZONE_V41_GETPERCALL","RootZone_v41.f90","0x14052c680"
"CLASS_GWZBUDGET_mp_PRINTRESULTS","44.005","0","0","Simulation2015_x64.exe","CLASS_GWZBUDGET_mp_PRINTRESULTS","Class_GWZBudget.f90","0x1408a68f0"
"ROOTZONE_V41_mp_ROOTZONE_V41_GETFLOWSTOSTREAMS","41.8619","0","0","Simulation2015_x64.exe","ROOTZONE_V41_mp_ROOTZONE_V41_GETFLOWSTOSTREAMS","RootZone_v41.f90","0x14052d8d0"
"ROOTZONE_V41_mp_COMPUTEUPSTRMELEMRUNOFFTOLANDUSE","41.7315","0","0","Simulation2015_x64.exe","ROOTZONE_V41_mp_COMPUTEUPSTRMELEMRUNOFFTOLANDUSE","RootZone_v41.f90","0x14056a210"
"CLASS_APPGW_mp_SIMULATE","41.1746","0","0","Simulation2015_x64.exe","CLASS_APPGW_mp_SIMULATE","Class_AppGW.f90","0x1409039e0"
"_intel_avx_rep_memset","37.4451","0","0","Simulation2015_x64.exe","_intel_avx_rep_memset","[Unknown]","0x1400c0100"
"RtlFreeHeap","36.687","0.0050183","0","ntdll.dll","RtlFreeHeap","[Unknown]","0x180026690"
"GMRES","36.6676","0","0","Simulation2015_x64.exe","GMRES","pgmres.f","0x140900670"
"PACKAGE_MATRIX_mp_CONVERTTOCRSFORMAT","34.9962","0","0","Simulation2015_x64.exe","PACKAGE_MATRIX_mp_CONVERTTOCRSFORMAT","Package_Matrix.f90","0x1408fe0b0"
"CLASS_BASEROOTZONE_mp_TRACKMOISTUREDUETOSOURCE","33.4873","0","0","Simulation2015_x64.exe","CLASS_BASEROOTZONE_mp_TRACKMOISTUREDUETOSOURCE","Class_BaseRootZone.f90","0x1404e5490"
"UNSATZONEOPS_mp_DKUNSAT","30.1646","0","0","Simulation2015_x64.exe","UNSATZONEOPS_mp_DKUNSAT","UnsatZoneOps.f90","0x1404e5190"
"for_backspace","26.9731","0","0","Simulation2015_x64.exe","for_backspace","[Unknown]","0x140052090"
"CLASS_APPSUBSIDENCE_mp_SIMULATE","22.7009","0","0","Simulation2015_x64.exe","CLASS_APPSUBSIDENCE_mp_SIMULATE","Class_AppSubsidence.f90","0x14090a740"
"PACKAGE_MATRIX_mp_LOCALNODE_TO_GLOBALNODE_SCALAR","20.7117","0","0","Simulation2015_x64.exe","PACKAGE_MATRIX_mp_LOCALNODE_TO_GLOBALNODE_SCALAR","Package_Matrix.f90","0x1405d2ab0"
"CLASS_NATIVERIPARIANLANDUSEGW_mp_NATIVERIPARIANLANDUSE_SIMULATE","18.8048","0","0","Simulation2015_x64.exe","CLASS_NATIVERIPARIANLANDUSEGW_mp_NATIVERIPARIANLANDUSE_SIMULATE","Class_NativeRiparianLandUseGW.f90","0x14056dc10"
"CLASS_URBANLANDUSEGW_mp_URBANLANDUSE_SIMULATE","17.1002","0","0","Simulation2015_x64.exe","CLASS_URBANLANDUSEGW_mp_URBANLANDUSE_SIMULATE","Class_UrbanLandUseGW.f90","0x14056bc10"
"memcpy","16.2922","0","0","Simulation2015_x64.exe","memcpy","memcpy.asm","0x140943320"
"log","14.5237","0","0","Simulation2015_x64.exe","log","[Unknown]","0x1400b1000"
"CLASS_APPGW_mp_GETSUPPLY","14.3319","0","0","Simulation2015_x64.exe","CLASS_APPGW_mp_GETSUPPLY","Class_AppGW.f90","0x140912d10"
"exp","14.094","0","0","Simulation2015_x64.exe","exp","[Unknown]","0x1400b1020"
"CLASS_APPGW_mp_APPLYVERTICALFLOWS","12.3741","0","0","Simulation2015_x64.exe","CLASS_APPGW_mp_APPLYVERTICALFLOWS","Class_AppGW.f90","0x14090ae20"
"RAINFALLRUNOFF_mp_SCSMETHOD_HELP","12.2437","0","0","Simulation2015_x64.exe","RAINFALLRUNOFF_mp_SCSMETHOD_HELP","RainfallRunoff.f90","0x1404e53e0"
"PACKAGE_APPUNSATZONE_mp_SIMULATE","11.5725","0","0","Simulation2015_x64.exe","PACKAGE_APPUNSATZONE_mp_SIMULATE","Package_AppUnsatZone.f90","0x140914f30"
"func@0x180028840","11.475","0.0575325","0","ntdll.dll","func@0x180028840","[Unknown]","0x180028840"
"ROOTZONE_V41_mp_ROOTZONE_V41_ADVANCESTATE","10.7964","0","0","Simulation2015_x64.exe","ROOTZONE_V41_mp_ROOTZONE_V41_ADVANCESTATE","RootZone_v41.f90","0x140571940"
"DISTDOT","10.4423","0","0","Simulation2015_x64.exe","DISTDOT","pgmres.f","0x1403e1910"
"CLASS_APPGW_mp_APPLYCHANGEINSTORAGE","9.62688","0","0","Simulation2015_x64.exe","CLASS_APPGW_mp_APPLYCHANGEINSTORAGE","Class_AppGW.f90","0x140907e40"
"_intel_avx_rep_memcpy","8.36207","0","0","Simulation2015_x64.exe","_intel_avx_rep_memcpy","[Unknown]","0x1400bc300"
"_libm_exp_e7","7.64102","0","0","Simulation2015_x64.exe","_libm_exp_e7","[Unknown]","0x1400b4bb0"
"CLASS_PUMPING_mp_DISTRIBUTEPUMPTONODES","7.51751","0","0","Simulation2015_x64.exe","CLASS_PUMPING_mp_DISTRIBUTEPUMPTONODES","Class_Pumping.f90","0x14062c730"
"cvtas_t_to_a","6.92011","0","0","Simulation2015_x64.exe","cvtas_t_to_a","[Unknown]","0x1400a1b80"
"_chkstk","6.77018","0","0","Simulation2015_x64.exe","_chkstk","chkstk.asm","0x1409432c0"
"WriteFile","6.0465","0","0","KERNELBASE.dll","WriteFile","[Unknown]","0x1800426b0"
"CLASS_APPGW_mp_GETPUMPACTUAL","5.67522","0","0","Simulation2015_x64.exe","CLASS_APPGW_mp_GETPUMPACTUAL","Class_AppGW.f90","0x1408fb340"
"CLASS_APPGRID_mp_ELEMDATA_TO_NODEDATA","5.66296","0","0","Simulation2015_x64.exe","CLASS_APPGRID_mp_ELEMDATA_TO_NODEDATA","Class_AppGrid.f90","0x140905fd0"
"PACKAGE_MODEL_mp_CONVERGENCE","5.27092","0","0","Simulation2015_x64.exe","PACKAGE_MODEL_mp_CONVERGENCE","Package_Model.f90","0x1408f69c0"
"CLASS_NONPONDEDAGLANDUSEGW_mp_NONPONDEDAGLANDUSE_COMPUTEWATERDEMAND","5.25652","0","0","Simulation2015_x64.exe","CLASS_NONPONDEDAGLANDUSEGW_mp_NONPONDEDAGLANDUSE_COMPUTEWATERDEMAND","Class_NonPondedAgLandUseGW.f90","0x140559460"
"CLASS_APPGW_mp_GETPUMPINGATELEMENTLAYERNODE","5.1727","0","0","Simulation2015_x64.exe","CLASS_APPGW_mp_GETPUMPINGATELEMENTLAYERNODE","Class_AppGW.f90","0x1408b0330"
"FlsGetValue","4.71938","0","0","KERNELBASE.dll","FlsGetValue","[Unknown]","0x180057c70"
"RtlRestoreLastWin32Error","4.51271","0","0","ntdll.dll","RtlRestoreLastWin32Error","[Unknown]","0x1800415f0"
"CLASS_GWZBUDGET_mp_COMPUTEFACEFLOWATNODE","4.43522","0","0","Simulation2015_x64.exe","CLASS_GWZBUDGET_mp_COMPUTEFACEFLOWATNODE","Class_GWZBudget.f90","0x1408b3bc0"
"getptd_noexit","3.85428","0","0","Simulation2015_x64.exe","getptd_noexit","tidtable.c","0x140948cdc"
"ROOTZONE_V41_mp_ROOTZONE_V41_GETELEMENTWATERDEMAND_AG","3.73553","0","0","Simulation2015_x64.exe","ROOTZONE_V41_mp_ROOTZONE_V41_GETELEMENTWATERDEMAND_AG","RootZone_v41.f90","0x140526220"
"cvt_ieee_t_to_text_ex","3.43105","0","0","Simulation2015_x64.exe","cvt_ieee_t_to_text_ex","[Unknown]","0x1400934c0"
"for__interp_fmt","3.42622","0","0","Simulation2015_x64.exe","for__interp_fmt","[Unknown]","0x140085730"
"for__acquire_semaphore_threaded","3.32039","0","0","Simulation2015_x64.exe","for__acquire_semaphore_threaded","[Unknown]","0x140065780"
"CLASS_PUMPING_mp_UPDATEPUMPACTUALANDNODEFACTORS","3.31116","0","0","Simulation2015_x64.exe","CLASS_PUMPING_mp_UPDATEPUMPACTUALANDNODEFACTORS","Class_Pumping.f90","0x14062def0"
"VERTICALFLOW_mp_VERTICALFLOW_COMPUTEATNODESLAYER","3.27505","0","0","Simulation2015_x64.exe","VERTICALFLOW_mp_VERTICALFLOW_COMPUTEATNODESLAYER","VerticalFlow.f90","0x1408b9730"
"ROOTZONE_V41_mp_REGIONALDEMAND","3.0175","0","0","Simulation2015_x64.exe","ROOTZONE_V41_mp_REGIONALDEMAND","RootZone_v41.f90","0x1405605b0"
"ROOTZONE_V41_mp_REGIONALMOISTSTORAGE","2.84897","0","0","Simulation2015_x64.exe","ROOTZONE_V41_mp_REGIONALMOISTSTORAGE","RootZone_v41.f90","0x1405515d0"
"ROOTZONE_V41_mp_REGIONALREUSE","2.67483","0","0","Simulation2015_x64.exe","ROOTZONE_V41_mp_REGIONALREUSE","RootZone_v41.f90","0x140734a30"
"PROCESSFLOWTYPES_ip_COMPILEFLOWTYPEELEMENTS","2.60802","0","0","Simulation2015_x64.exe","PROCESSFLOWTYPES_ip_COMPILEFLOWTYPEELEMENTS","Class_GWZBudget.f90","0x14035c570"
"PROCESSFLOWTYPES_ip_ADDFLOWTYPETOELEMENTS_BYNODE","2.59188","0","0","Simulation2015_x64.exe","PROCESSFLOWTYPES_ip_ADDFLOWTYPETOELEMENTS_BYNODE","Class_GWZBudget.f90","0x14035c000"
"ROOTZONE_V41_mp_ZEROREDISTRIBUTEDMOIST","2.58144","0","0","Simulation2015_x64.exe","ROOTZONE_V41_mp_ZEROREDISTRIBUTEDMOIST","RootZone_v41.f90","0x140544920"
"for_write_int_fmt_xmit","2.39337","0","0","Simulation2015_x64.exe","for_write_int_fmt_xmit","[Unknown]","0x14003f3a0"
"ROOTZONE_V41_mp_REGIONALINFILTRATION","2.38935","0","0","Simulation2015_x64.exe","ROOTZONE_V41_mp_REGIONALINFILTRATION","RootZone_v41.f90","0x14073a530"
"ROOTZONE_V41_mp_COMPUTEDEMANDSUPPLYRELATEDFRACS","2.3883","0","0","Simulation2015_x64.exe","ROOTZONE_V41_mp_COMPUTEDEMANDSUPPLYRELATEDFRACS","RootZone_v41.f90","0x14055c310"
"ROOTZONE_V41_mp_REGIONALPERC","2.24216","0","0","Simulation2015_x64.exe","ROOTZONE_V41_mp_REGIONALPERC","RootZone_v41.f90","0x140737790"
"CLASS_STRMGWCONNECTOR_V42_mp_STRMGWCONNECTOR_V42_SIMULATE","2.23933","0","0","Simulation2015_x64.exe","CLASS_STRMGWCONNECTOR_V42_mp_STRMGWCONNECTOR_V42_SIMULATE","Class_StrmGWConnector_v42.f90","0x140424aa0"
"PACKAGE_MODEL_mp_SIMULATEONETIMESTEP","2.20716","0","0","Simulation2015_x64.exe","PACKAGE_MODEL_mp_SIMULATEONETIMESTEP","Package_Model.f90","0x1408e1dd0"
"CLASS_APPGW_mp_GETELEMENTSTORAGEATLAYER","2.1536","0","0","Simulation2015_x64.exe","CLASS_APPGW_mp_GETELEMENTSTORAGEATLAYER","Class_AppGW.f90","0x1408b2530"
"ReadFile","2.05206","0","0","KERNELBASE.dll","ReadFile","[Unknown]","0x180042c50"
"CLASS_BASEROOTZONE_mp_COMPUTEREGIONALETPOT_MULTIPLELUPERELEM","2.0282","0","0","Simulation2015_x64.exe","CLASS_BASEROOTZONE_mp_COMPUTEREGIONALETPOT_MULTIPLELUPERELEM","Class_BaseRootZone.f90","0x1404b0c40"
"ROOTZONE_V41_mp_REGIONALLUAREA","2.0127","0","0","Simulation2015_x64.exe","ROOTZONE_V41_mp_REGIONALLUAREA","RootZone_v41.f90","0x140722800"
"ROOTZONE_V41_mp_REGIONALSOILMCHANGE","1.96244","0","0","Simulation2015_x64.exe","ROOTZONE_V41_mp_REGIONALSOILMCHANGE","RootZone_v41.f90","0x14073b6b0"
"ROOTZONE_V41_mp_REGIONALPRECIP","1.95006","0","0","Simulation2015_x64.exe","ROOTZONE_V41_mp_REGIONALPRECIP","RootZone_v41.f90","0x14073ddd0"
"intel_fast_memcmp","1.94002","0","0","Simulation2015_x64.exe","intel_fast_memcmp","[Unknown]","0x1400b86c0"
"errno","1.93644","0","0","Simulation2015_x64.exe","errno","dosmap.c","0x1409469e4"
"ROOTZONE_V41_mp_REGIONALETA","1.90311","0","0","Simulation2015_x64.exe","ROOTZONE_V41_mp_REGIONALETA","RootZone_v41.f90","0x140738b30"
"CLASS_STRATIGRAPHY_mp_GETACTIVELAYERBELOW","1.8991","0","0","Simulation2015_x64.exe","CLASS_STRATIGRAPHY_mp_GETACTIVELAYERBELOW","Class_Stratigraphy.f90","0x1404104d0"
"ROOTZONE_V41_mp_REGIONALRUNOFF","1.87648","0","0","Simulation2015_x64.exe","ROOTZONE_V41_mp_REGIONALRUNOFF","RootZone_v41.f90","0x14073c710"
"for__format_value","1.85613","0","0","Simulation2015_x64.exe","for__format_value","[Unknown]","0x140082f60"
"CLASS_NONPONDEDAGLANDUSEGW_mp_NONPONDEDAGLANDUSE_READTSDATA","1.81643","0","0","Simulation2015_x64.exe","CLASS_NONPONDEDAGLANDUSEGW_mp_NONPONDEDAGLANDUSE_READTSDATA","Class_NonPondedAgLandUseGW.f90","0x14053ca60"
"PROCESSFLOWTYPES_ip_ADDFLOWTYPETOELEMENTS_BYELEMENT","1.7709","0","0","Simulation2015_x64.exe","PROCESSFLOWTYPES_ip_ADDFLOWTYPETOELEMENTS_BYELEMENT","Class_GWZBudget.f90","0x14035c1a0"
"for__get_s","1.63908","0","0","Simulation2015_x64.exe","for__get_s","[Unknown]","0x14007c120"
"CLASS_APPSTREAM_V42_mp_APPSTREAM_V42_SIMULATE","1.61782","0","0","Simulation2015_x64.exe","CLASS_APPSTREAM_V42_mp_APPSTREAM_V42_SIMULATE","Class_AppStream_v42.f90","0x14063f6a0"
"ROOTZONE_V41_mp_REGIONALRETURN","1.49464","0","0","Simulation2015_x64.exe","ROOTZONE_V41_mp_REGIONALRETURN","RootZone_v41.f90","0x1407334c0"
"CLASS_APPSUBSIDENCE_mp_UPDATESUBSIDENCE","1.43302","0","0","Simulation2015_x64.exe","CLASS_APPSUBSIDENCE_mp_UPDATESUBSIDENCE","Class_AppSubsidence.f90","0x140918f90"
"CLASS_GRID_mp_FEINTERPOLATE","1.40488","0","0","Simulation2015_x64.exe","CLASS_GRID_mp_FEINTERPOLATE","Class_Grid.f90","0x1402f3680"
"CLASS_APPGW_mp_GETSUPPLYADJUSTDATA","1.37036","0","0","Simulation2015_x64.exe","CLASS_APPGW_mp_GETSUPPLYADJUSTDATA","Class_AppGW.f90","0x1408f4360"
"for__desc_ret_item","1.2958","0","0","Simulation2015_x64.exe","for__desc_ret_item","[Unknown]","0x140078f20"
"ROOTZONE_V41_mp_REGIONALETOTH","1.26071","0","0","Simulation2015_x64.exe","ROOTZONE_V41_mp_REGIONALETOTH","RootZone_v41.f90","0x1407276b0"
"ROOTZONE_V41_mp_REGIONALAGRAWDEMAND","1.25107","0","0","Simulation2015_x64.exe","ROOTZONE_V41_mp_REGIONALAGRAWDEMAND","RootZone_v41.f90","0x140725b40"
"for_dealloc_allocatable","1.23987","0","0","Simulation2015_x64.exe","for_dealloc_allocatable","[Unknown]","0x1400162d0"
"ROOTZONE_V41_mp_REGIONALETAW","1.22013","0","0","Simulation2015_x64.exe","ROOTZONE_V41_mp_REGIONALETAW","RootZone_v41.f90","0x140729250"
"GetLastError","1.21089","0","0","KERNELBASE.dll","GetLastError","[Unknown]","0x180013f80"
"CLASS_APPGW_mp_COMPUTEREGIONALSTORAGE","1.20549","0","0","Simulation2015_x64.exe","CLASS_APPGW_mp_COMPUTEREGIONALSTORAGE","Class_AppGW.f90","0x140325ca0"
"CLASS_BASEROOTZONE_mp_COMPUTEREGIONALETPOT_SINGLELUPERELEM","1.17532","0","0","Simulation2015_x64.exe","CLASS_BASEROOTZONE_mp_COMPUTEREGIONALETPOT_SINGLELUPERELEM","Class_BaseRootZone.f90","0x1404b1690"
"ROOTZONE_V41_mp_REGIONALETP","1.17515","0","0","Simulation2015_x64.exe","ROOTZONE_V41_mp_REGIONALETP","RootZone_v41.f90","0x140728480"
"for_allocate","1.14945","0","0","Simulation2015_x64.exe","for_allocate","[Unknown]","0x140015d00"
"ROOTZONE_V41_mp_ROOTZONE_V41_SETSUPPLYTOELEM","1.11964","0","0","Simulation2015_x64.exe","ROOTZONE_V41_mp_ROOTZONE_V41_SETSUPPLYTOELEM","RootZone_v41.f90","0x14052f6e0"
"ROOTZONE_V41_mp_ROOTZONE_V41_PRINTRESULTS","1.10524","0","0","Simulation2015_x64.exe","ROOTZONE_V41_mp_ROOTZONE_V41_PRINTRESULTS","RootZone_v41.f90","0x14071d050"
"PACKAGE_APPSMALLWATERSHED_mp_UPDATERHS","1.05493","0","0","Simulation2015_x64.exe","PACKAGE_APPSMALLWATERSHED_mp_UPDATERHS","Package_AppSmallWatershed.f90","0x140914430"
"ROOTZONE_V41_mp_REDISTRIBUTEMOIST","1.04597","0","0","Simulation2015_x64.exe","ROOTZONE_V41_mp_REDISTRIBUTEMOIST","RootZone_v41.f90","0x140545340"
"CLASS_BASEAPPSTREAM_mp_GETSUPPLY","1.02876","0","0","Simulation2015_x64.exe","CLASS_BASEAPPSTREAM_mp_GETSUPPLY","Class_BaseAppStream.f90","0x140590440"
"ROOTZONE_V41_mp_ROOTZONE_V41_ZEROSUPPLY","1.01123","0","0","Simulation2015_x64.exe","ROOTZONE_V41_mp_ROOTZONE_V41_ZEROSUPPLY","RootZone_v41.f90","0x140570b10"
"malloc","0.989186","0","0","Simulation2015_x64.exe","malloc","malloc.c","0x140943bd0"
"CLASS_APPGW_mp_WRITEGWFLOWSTOBUDFILE","0.982351","0","0","Simulation2015_x64.exe","CLASS_APPGW_mp_WRITEGWFLOWSTOBUDFILE","Class_AppGW.f90","0x1408b9f50"
"CLASS_PONDEDAGLANDUSEGW_mp_PONDEDAGLANDUSE_COMPUTEWATERDEMAND","0.979601","0","0","Simulation2015_x64.exe","CLASS_PONDEDAGLANDUSEGW_mp_PONDEDAGLANDUSE_COMPUTEWATERDEMAND","Class_PondedAgLandUseGW.f90","0x14055b030"
"SUPPLYDESTINATIONCONNECTOR_mp_SUPPLY_SETSUPPLYSPECS","0.975187","0","0","Simulation2015_x64.exe","SUPPLYDESTINATIONCONNECTOR_mp_SUPPLY_SETSUPPLYSPECS","SupplyDestinationConnector.f90","0x1408f61a0"
"cvtas_a_to_t","0.961793","0","0","Simulation2015_x64.exe","cvtas_a_to_t","[Unknown]","0x1400a73c0"
"for_read_seq_fmt_xmit","0.911165","0","0","Simulation2015_x64.exe","for_read_seq_fmt_xmit","[Unknown]","0x1400588a0"
"_crtFlsGetValue","0.911046","0","0","Simulation2015_x64.exe","_crtFlsGetValue","winapisupp.c","0x14094dd38"
"CLASS_PONDEDAGLANDUSEGW_mp_PONDEDAGLANDUSE_READTSDATA","0.900969","0","0","Simulation2015_x64.exe","CLASS_PONDEDAGLANDUSEGW_mp_PONDEDAGLANDUSE_READTSDATA","Class_PondedAgLandUseGW.f90","0x14053e740"
"CLASS_PAIREDDATA_mp_PAIREDDATA_INTERPOLATE","0.830333","0","0","Simulation2015_x64.exe","CLASS_PAIREDDATA_mp_PAIREDDATA_INTERPOLATE","Class_PairedData.f90","0x1405f8720"
"for__acquire_lun","0.82707","0","0","Simulation2015_x64.exe","for__acquire_lun","[Unknown]","0x140068940"
"GetLastError","0.816435","0","0","KERNEL32.DLL","GetLastError","[Unknown]","0x180006240"
"PACKAGE_MATRIX_mp_SOLVE","0.80908","0","0","Simulation2015_x64.exe","PACKAGE_MATRIX_mp_SOLVE","Package_Matrix.f90","0x1408fd330"
"RtlAllocateHeap","0.802805","0","0","ntdll.dll","RtlAllocateHeap","[Unknown]","0x1800287c0"
"CLASS_PAIREDDATA_mp_PAIREDDATA_DERIVATIVE","0.790675","0","0","Simulation2015_x64.exe","CLASS_PAIREDDATA_mp_PAIREDDATA_DERIVATIVE","Class_PairedData.f90","0x14040edd0"
"aligned_malloc","0.747957","0","0","Simulation2015_x64.exe","aligned_malloc","align.c","0x140944998"
"PACKAGE_APPPUMPING_mp_SIMULATE","0.698095","0","0","Simulation2015_x64.exe","PACKAGE_APPPUMPING_mp_SIMULATE","Package_AppPumping.f90","0x14090de70"
"intel_fast_memset","0.688621","0","0","Simulation2015_x64.exe","intel_fast_memset","[Unknown]","0x1400b8250"
"SUPPLYADJUSTMENT_mp_TAGADJUSTABLESUPPLIES","0.674614","0","0","Simulation2015_x64.exe","SUPPLYADJUSTMENT_mp_TAGADJUSTABLESUPPLIES","SupplyAdjustment.f90","0x1408f1430"
"SetLastError","0.63785","0","0","KERNEL32.DLL","SetLastError","[Unknown]","0x1800064b0"
"SUPPLYADJUSTMENT_mp_ADJUSTSUPPLIES","0.599796","0","0","Simulation2015_x64.exe","SUPPLYADJUSTMENT_mp_ADJUSTSUPPLIES","SupplyAdjustment.f90","0x1408efc00"
"FlsGetValue","0.586081","0","0","KERNEL32.DLL","FlsGetValue","[Unknown]","0x180007350"
"ADJUSTSUPPLIES_ip_ADJUST","0.571907","0","0","Simulation2015_x64.exe","ADJUSTSUPPLIES_ip_ADJUST","SupplyAdjustment.f90","0x1408f0860"
"memset","0.562639","0","0","Simulation2015_x64.exe","memset","memset.asm","0x140943ca0"
"PACKAGE_APPPUMPING_mp_GETSUBREGIONALPUMPING","0.54376","0","0","Simulation2015_x64.exe","PACKAGE_APPPUMPING_mp_GETSUBREGIONALPUMPING","Package_AppPumping.f90","0x1408c1f40"
"intel_fast_memcpy","0.536627","0","0","Simulation2015_x64.exe","intel_fast_memcpy","[Unknown]","0x1400b81a0"
"for_read_seq_fmt","0.534184","0","0","Simulation2015_x64.exe","for_read_seq_fmt","[Unknown]","0x140055fd0"
"PACKAGE_APPUNSATZONE_mp_UPDATESTORAGE","0.530348","0","0","Simulation2015_x64.exe","PACKAGE_APPUNSATZONE_mp_UPDATESTORAGE","Package_AppUnsatZone.f90","0x140917990"
